DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,131,51,3,2484309195,215,43,2,-2,709401014,AQI
2025-03-19 10:06:36-07:00,22.69,336.79800000000006,9.792000000000002,10.2375,18.18,438.0,21.6,25.6,0.0,0.68,0.69,31.0,2.0,4.0,,,,,,,4.18
2025-03-19 10:07:39-07:00,22.69,337.535,9.72,10.479000000000001,16.523999999999997,437.52,21.6,25.7,0.41,0.88,0.88,30.0,2.0,3.0,,,,,,,4.0088
2025-03-19 10:08:39-07:00,22.69,331.6170000000001,10.610999999999999,9.975,17.424,437.18,21.6,25.6,0.13,0.96,0.96,30.0,2.0,4.0,,,,,,,4.2528
2025-03-19 10:09:39-07:00,22.69,329.42800000000005,9.414000000000001,8.841000000000001,18.576,436.71,21.6,25.7,0.04,0.46,0.46,29.0,2.0,4.0,,,,,,,4.083200000000001
2025-03-19 10:10:39-07:00,22.69,326.557,9.378,9.2085,17.628,436.25,21.6,25.7,0.14,0.39,0.39,30.0,2.0,3.0,,,,,,,3.8376
2025-03-19 10:11:39-07:00,22.69,330.946,9.395999999999999,10.290000000000001,18.323999999999998,436.09,21.6,25.6,0.09,0.66,0.88,30.0,2.0,4.0,,,,,,,4.1928
2025-03-19 10:12:34-07:00,22.69,328.196,9.765,8.904000000000002,19.404,436.03,21.6,25.6,0.03,0.68,0.75,30.0,2.0,3.0,,,,,,,4.4248
2025-03-19 10:13:35-07:00,22.69,330.737,9.639000000000001,9.3345,17.688,435.66,21.6,25.7,0.08,0.48,0.5,30.0,2.0,3.0,,,,,,,3.9215999999999998
2025-03-19 10:14:35-07:00,22.69,316.987,9.648000000000001,9.9015,16.86,435.26,21.6,25.7,0.03,0.19,0.19,30.0,2.0,3.0,,,,,,,3.524
2025-03-19 10:15:35-07:00,22.69,339.07500000000005,9.9,10.4055,16.932,435.09,21.6,25.7,0.01,0.07,0.24,31.0,2.0,3.0,,,,,,,3.4424
2025-03-19 10:16:35-07:00,22.69,333.047,10.278,10.5315,17.352,435.03,21.6,25.7,0.0,0.1,0.16,29.0,2.0,4.0,,,,,,,3.5504000000000002
2025-03-19 10:17:36-07:00,22.69,325.677,11.457,10.416,18.384,435.01,21.6,25.6,0.04,0.25,0.27,29.0,2.0,4.0,,,,,,,3.8768000000000002
2025-03-19 10:18:36-07:00,22.69,326.634,11.421,10.248,16.907999999999998,435.0,21.6,25.7,0.07,0.22,0.37,29.0,2.0,4.0,,,,,,,3.5576
2025-03-19 10:19:36-07:00,22.69,321.849,11.016,10.542,15.839999999999998,435.0,21.6,25.7,0.02,0.23,0.28,28.0,2.0,3.0,,,,,,,3.352
2025-03-19 10:20:36-07:00,22.69,330.297,10.44,9.9855,17.112,435.0,21.5,25.7,0.01,0.31,0.33,30.0,1.0,4.0,,,,,,,3.6704
2025-03-19 10:21:37-07:00,22.69,332.71700000000004,10.476,9.849000000000002,18.384,434.38,21.5,25.6,0.04,0.27,0.28,29.0,2.0,3.0,,,,,,,3.8928000000000003
2025-03-19 10:22:38-07:00,22.69,302.69800000000004,11.735999999999999,8.6835,18.852,434.14,21.6,25.6,0.01,0.19,0.41,30.0,3.0,3.0,,,,,,,3.9224000000000006
2025-03-19 10:23:38-07:00,22.69,333.718,10.548,9.911999999999999,16.619999999999997,434.05,21.6,25.6,0.0,0.21,0.28,30.0,2.0,3.0,,,,,,,3.492
2025-03-19 10:24:38-07:00,22.69,332.211,9.135,10.206000000000001,17.387999999999998,434.02,21.5,25.6,0.0,0.64,0.93,30.0,2.0,3.0,,,,,,,3.9896
2025-03-19 10:25:38-07:00,22.69,338.44800000000004,8.874,10.0695,16.907999999999998,434.01,21.6,25.6,0.0,0.36,0.46,31.0,2.0,3.0,,,,,,,3.6695999999999995
2025-03-19 10:26:38-07:00,22.69,331.21000000000004,9.477,9.702,18.3,433.46,21.5,25.6,0.11,0.39,0.59,30.0,2.0,4.0,,,,,,,3.9720000000000004
2025-03-19 10:27:42-07:00,22.69,322.586,9.279,9.282,18.18,433.15,21.5,25.7,0.04,0.16,0.23,30.0,2.0,4.0,,,,,,,3.7640000000000002
2025-03-19 10:28:37-07:00,22.68,328.097,9.522,9.345,17.868,432.83,21.5,25.7,0.01,0.17,0.19,30.0,2.0,3.0,,,,,,,3.7096
2025-03-19 10:29:38-07:00,22.69,329.42800000000005,10.557,10.185,17.16,432.29,21.5,25.7,0.0,0.11,0.12,29.0,2.0,3.0,,,,,,,3.5200000000000005
2025-03-19 10:30:38-07:00,22.69,336.11600000000004,11.088000000000001,10.185,18.768,432.1,21.6,25.7,0.0,0.08,0.09,28.0,2.0,4.0,,,,,,,3.8176000000000005
2025-03-19 10:31:38-07:00,22.69,312.829,10.179,10.006499999999999,18.791999999999998,432.04,21.5,25.6,0.02,0.24,0.32,30.0,3.0,4.0,,,,,,,3.9504
2025-03-19 10:32:38-07:00,22.68,335.049,9.936,11.361,16.86,432.01,21.5,25.6,0.03,0.29,0.31,30.0,2.0,4.0,,,,,,,3.604
2025-03-19 10:33:39-07:00,22.68,331.34200000000004,10.089,9.6075,18.503999999999998,432.0,21.5,25.7,0.04,0.34,0.35,29.0,2.0,4.0,,,,,,,3.9727999999999994
2025-03-19 10:34:39-07:00,22.68,329.153,10.224,9.450000000000001,18.3,432.0,21.5,25.7,0.01,0.54,0.54,30.0,1.0,4.0,,,,,,,4.0920000000000005
2025-03-19 10:35:39-07:00,22.68,332.89300000000003,9.99,10.122000000000002,17.988,432.0,21.5,25.7,0.0,0.75,0.75,29.0,2.0,4.0,,,,,,,4.1975999999999996
2025-03-19 10:36:39-07:00,22.68,324.96200000000005,10.413,9.618,17.316,432.0,21.5,25.7,0.0,0.38,0.38,30.0,2.0,3.0,,,,,,,3.7672
2025-03-19 10:37:39-07:00,22.68,326.535,10.467,10.605,16.548,432.0,21.5,25.7,0.05,0.29,0.29,30.0,2.0,3.0,,,,,,,3.5416
2025-03-19 10:38:40-07:00,22.68,324.02700000000004,9.387,10.836,16.2,432.0,21.5,25.7,0.07,0.34,0.34,29.0,2.0,4.0,,,,,,,3.5120000000000005
2025-03-19 10:39:41-07:00,22.68,324.40100000000007,8.415,10.2375,16.043999999999997,432.0,21.5,25.7,0.02,0.84,0.84,31.0,2.0,3.0,,,,,,,3.8808
2025-03-19 10:40:41-07:00,22.68,323.60900000000004,9.072000000000001,10.227,18.096,432.0,21.5,25.7,0.01,0.66,0.66,31.0,2.0,4.0,,,,,,,4.1472
2025-03-19 10:41:41-07:00,22.68,335.324,8.343,9.1875,17.735999999999997,432.0,21.5,25.7,0.2,0.7,1.08,31.0,2.0,3.0,,,,,,,4.1072
2025-03-19 10:42:41-07:00,22.67,340.274,10.944,10.5105,15.552,432.0,21.5,25.7,0.11,0.29,0.43,28.0,2.0,3.0,,,,,,,3.3424000000000005
2025-03-19 10:43:42-07:00,22.67,339.05300000000005,10.746,9.575999999999999,17.952,432.0,21.5,25.6,0.12,0.43,0.48,29.0,2.0,3.0,,,,,,,3.9344000000000006
2025-03-19 10:44:42-07:00,22.67,330.297,11.43,9.891,17.064,432.0,21.5,25.7,0.11,0.51,0.53,28.0,2.0,3.0,,,,,,,3.8208
2025-03-19 10:45:42-07:00,22.67,324.654,11.034,9.7965,17.532,432.0,21.5,25.7,0.04,0.69,0.97,29.0,2.0,4.0,,,,,,,4.0584
2025-03-19 10:46:42-07:00,22.67,333.78400000000005,10.053,9.691500000000001,17.304,432.0,21.5,25.7,0.01,0.65,0.8,29.0,2.0,4.0,,,,,,,3.9808
2025-03-19 10:47:42-07:00,22.67,326.711,11.25,9.618,17.256,431.65,21.5,25.6,0.03,0.68,0.73,28.0,2.0,3.0,,,,,,,3.9952
2025-03-19 10:48:41-07:00,22.66,306.79,9.629999999999999,8.6625,18.636,431.23,21.5,25.7,0.01,0.45,0.46,30.0,2.0,4.0,,,,,,,4.0872
2025-03-19 10:49:41-07:00,22.66,336.072,10.458,10.0485,18.119999999999997,431.14,21.5,25.7,0.0,0.3,0.3,29.0,2.0,4.0,,,,,,,3.864
2025-03-19 10:50:41-07:00,22.65,332.574,10.638,10.195500000000001,18.144,431.35,21.5,25.7,0.03,0.19,0.19,30.0,2.0,4.0,,,,,,,3.7808
2025-03-19 10:51:42-07:00,22.63,326.88700000000006,9.612,10.0695,17.483999999999998,431.16,21.5,25.6,0.01,0.35,0.48,30.0,2.0,4.0,,,,,,,3.7767999999999997
2025-03-19 10:52:42-07:00,22.62,330.374,9.576,10.815000000000001,15.803999999999998,431.05,21.5,25.7,0.0,0.46,0.5,30.0,2.0,3.0,,,,,,,3.5288
2025-03-19 10:53:43-07:00,22.6,326.238,10.314000000000002,9.702,18.564,430.8,21.5,25.7,0.0,0.34,0.52,29.0,2.0,4.0,,,,,,,3.9848
2025-03-19 10:54:43-07:00,22.6,324.632,10.629000000000001,9.723,18.672,430.28,21.5,25.7,0.0,0.48,0.54,29.0,2.0,4.0,,,,,,,4.1184
2025-03-19 10:55:43-07:00,22.59,326.15000000000003,10.53,10.300500000000001,18.311999999999998,430.1,21.5,25.7,0.0,0.35,0.37,29.0,2.0,4.0,,,,,,,3.9423999999999997
2025-03-19 10:56:43-07:00,22.59,320.232,11.34,9.0405,19.056,430.03,21.5,25.6,0.0,0.57,0.58,28.0,2.0,3.0,,,,,,,4.267200000000001
2025-03-19 10:57:43-07:00,22.59,313.42300000000006,10.296,10.122000000000002,17.856,430.01,21.5,25.7,0.0,0.28,0.28,28.0,2.0,4.0,,,,,,,3.795200000000001
2025-03-19 10:58:43-07:00,22.59,334.29,10.089,9.471,18.192,430.0,21.5,25.7,0.0,0.09,0.11,30.0,2.0,3.0,,,,,,,3.7104000000000004
2025-03-19 10:59:40-07:00,22.59,324.94,9.603,9.1875,17.796,430.0,21.5,25.7,0.03,0.15,0.27,30.0,2.0,3.0,,,,,,,3.6792000000000002
2025-03-19 11:00:40-07:00,22.59,325.897,10.494,8.841000000000001,18.372,430.0,21.5,25.7,0.05,0.36,0.4,29.0,2.0,3.0,,,,,,,3.9624
2025-03-19 11:01:41-07:00,22.59,323.202,10.881,9.177000000000001,18.564,430.0,21.5,25.7,0.03,0.26,0.27,29.0,2.0,3.0,,,,,,,3.9208000000000003
2025-03-19 11:02:41-07:00,22.59,322.82800000000003,10.899,9.009,18.66,430.0,21.5,25.7,0.17,0.5,0.5,30.0,2.0,3.0,,,,,,,4.132000000000001
2025-03-19 11:03:41-07:00,22.59,326.12800000000004,10.566,9.8385,16.488,430.0,21.5,25.7,0.06,0.34,0.55,30.0,2.0,3.0,,,,,,,3.5696000000000003
2025-03-19 11:04:40-07:00,22.59,334.10300000000007,10.170000000000002,9.870000000000001,17.328,430.0,21.5,25.7,0.02,0.44,0.51,30.0,2.0,3.0,,,,,,,3.8176
2025-03-19 11:05:40-07:00,22.59,326.77700000000004,9.738000000000001,10.2375,17.483999999999998,429.9,21.5,25.7,0.19,0.77,0.79,31.0,2.0,3.0,,,,,,,4.1128
2025-03-19 11:06:41-07:00,22.59,327.47,10.170000000000002,10.626,17.028,429.96,21.5,25.7,0.12,0.64,0.65,29.0,1.0,3.0,,,,,,,3.9175999999999997
2025-03-19 11:07:41-07:00,22.59,333.28900000000004,11.052,9.9435,17.291999999999998,429.99,21.5,25.7,0.04,0.33,0.33,28.0,2.0,3.0,,,,,,,3.7223999999999995
2025-03-19 11:08:41-07:00,22.59,327.547,11.124,9.471,17.747999999999998,430.0,21.5,25.7,0.01,0.31,0.31,29.0,2.0,3.0,,,,,,,3.7976
2025-03-19 11:09:41-07:00,22.59,335.577,12.051,9.5235,18.78,430.0,21.5,25.7,0.0,0.22,0.22,28.0,2.0,3.0,,,,,,,3.9320000000000004
2025-03-19 11:10:41-07:00,22.59,325.127,8.955,10.279499999999999,16.992,430.0,21.5,25.7,0.0,0.17,0.17,30.0,2.0,4.0,,,,,,,3.5344000000000007
2025-03-19 11:11:41-07:00,22.59,329.175,8.504999999999999,9.639,17.064,429.59,21.5,25.7,0.04,0.2,0.2,32.0,2.0,3.0,,,,,,,3.5728000000000004
2025-03-19 11:12:41-07:00,22.59,327.987,8.811,9.450000000000001,17.244,429.35,21.5,25.7,0.01,0.18,0.18,31.0,2.0,3.0,,,,,,,3.5928000000000004
2025-03-19 11:13:41-07:00,22.59,331.22100000000006,8.352,9.093,18.791999999999998,429.12,21.5,25.7,0.0,0.58,0.58,31.0,2.0,3.0,,,,,,,4.2224
2025-03-19 11:14:43-07:00,22.59,312.95000000000005,8.874,9.135,18.564,428.96,21.5,25.7,0.0,0.31,0.31,30.0,2.0,3.0,,,,,,,3.9608
2025-03-19 11:15:43-07:00,22.59,336.94100000000003,8.982000000000001,9.9435,16.692,428.34,21.5,25.7,0.0,0.49,0.49,31.0,2.0,3.0,,,,,,,3.7304
2025-03-19 11:16:43-07:00,22.59,333.883,9.972,10.458000000000002,15.78,428.12,21.5,25.6,0.04,0.41,0.44,30.0,2.0,3.0,,,,,,,3.484
2025-03-19 11:17:43-07:00,22.59,321.9920000000001,10.953,10.836,16.572,428.04,21.5,25.6,0.01,0.32,0.37,28.0,2.0,3.0,,,,,,,3.5704000000000002
2025-03-19 11:18:43-07:00,22.59,322.89400000000006,11.106,10.6995,18.528,428.01,21.5,25.6,0.0,0.14,0.17,29.0,2.0,4.0,,,,,,,3.8176
2025-03-19 11:19:43-07:00,22.59,329.12,11.547,9.786000000000001,17.831999999999997,428.01,21.5,25.6,0.0,0.06,0.07,29.0,2.0,3.0,,,,,,,3.6144
2025-03-19 11:20:43-07:00,22.58,329.69200000000006,9.819,9.450000000000001,17.712,427.84,21.5,25.6,0.07,0.35,0.42,31.0,2.0,3.0,,,,,,,3.8224
2025-03-19 11:21:43-07:00,22.59,319.572,10.125,9.3765,18.407999999999998,427.3,21.5,25.6,0.02,0.42,0.44,31.0,2.0,4.0,,,,,,,4.0176
2025-03-19 11:22:44-07:00,22.59,325.875,11.097,9.282,17.543999999999997,427.1,21.5,25.6,0.05,0.31,0.32,30.0,3.0,3.0,,,,,,,3.7567999999999993
2025-03-19 11:23:44-07:00,22.58,307.42800000000005,11.916,9.639,17.639999999999997,427.04,21.5,25.7,0.02,0.31,0.31,28.0,3.0,4.0,,,,,,,3.776
2025-03-19 11:24:44-07:00,22.58,323.059,9.873000000000001,9.3345,19.056,427.01,21.5,25.7,0.04,0.75,0.82,30.0,2.0,4.0,,,,,,,4.411200000000001
2025-03-19 11:25:45-07:00,22.58,323.47700000000003,9.576,9.429,19.104,427.0,21.5,25.7,0.01,0.66,0.73,30.0,2.0,4.0,,,,,,,4.348800000000001
2025-03-19 11:26:45-07:00,22.58,319.18700000000007,10.476,9.933000000000002,17.904,427.0,21.4,25.7,0.0,0.58,0.64,30.0,3.0,3.0,,,,,,,4.0448
2025-03-19 11:27:45-07:00,22.58,328.009,10.494,9.765,17.892,427.0,21.5,25.7,0.29,0.85,0.88,29.0,2.0,4.0,,,,,,,4.2584
2025-03-19 11:28:45-07:00,22.58,324.225,10.557,10.017,17.184,427.57,21.5,25.7,0.1,0.37,0.38,29.0,2.0,3.0,,,,,,,3.7328
2025-03-19 11:29:45-07:00,22.58,322.861,10.8,10.08,18.204,427.85,21.4,25.8,0.03,0.32,0.32,30.0,2.0,4.0,,,,,,,3.8968000000000007
2025-03-19 11:30:44-07:00,22.57,320.474,11.322000000000001,9.6495,18.215999999999998,427.95,21.5,25.7,0.01,0.23,0.36,29.0,2.0,4.0,,,,,,,3.8272
2025-03-19 11:31:45-07:00,22.57,296.34,11.25,8.893500000000001,17.543999999999997,427.98,21.4,25.7,0.02,0.4,0.44,30.0,2.0,4.0,,,,,,,3.8287999999999993
2025-03-19 11:32:45-07:00,22.57,321.10100000000006,10.737,9.9435,17.532,427.99,21.4,25.7,0.16,0.38,0.39,29.0,2.0,3.0,,,,,,,3.8104000000000005
2025-03-19 11:33:45-07:00,22.57,324.41200000000003,10.143,9.7965,17.483999999999998,427.83,21.4,25.7,0.05,0.2,0.37,29.0,2.0,3.0,,,,,,,3.6568
2025-03-19 11:34:45-07:00,22.57,324.69800000000004,9.873000000000001,10.521,16.427999999999997,427.94,21.4,25.7,0.02,0.4,0.69,30.0,2.0,3.0,,,,,,,3.6056
2025-03-19 11:35:42-07:00,22.57,321.20000000000005,9.819,9.775500000000001,17.316,427.98,21.4,25.7,0.03,0.39,0.48,30.0,2.0,3.0,,,,,,,3.7752
2025-03-19 11:36:42-07:00,22.57,329.604,11.331,9.240000000000002,17.064,427.78,21.4,25.7,0.25,0.53,0.56,29.0,2.0,3.0,,,,,,,3.8368
2025-03-19 11:37:42-07:00,22.57,318.175,9.621,9.8595,16.8,427.92,21.4,25.6,0.1,0.42,0.43,30.0,2.0,3.0,,,,,,,3.696
2025-03-19 11:38:42-07:00,22.57,323.488,10.719000000000001,10.311,17.916,427.97,21.4,25.7,0.03,0.42,0.43,30.0,2.0,4.0,,,,,,,3.9192
2025-03-19 11:39:42-07:00,22.55,315.59,10.458,9.9015,18.9,427.5,21.4,25.6,0.01,0.36,0.36,30.0,2.0,4.0,,,,,,,4.068
2025-03-19 11:40:42-07:00,22.54,307.681,11.214,9.302999999999999,20.063999999999997,427.17,21.4,25.6,0.1,0.44,0.6,28.0,3.0,4.0,,,,,,,4.3648
2025-03-19 11:41:42-07:00,22.53,327.69,10.665,10.185,18.96,427.06,21.4,25.6,0.03,0.16,0.29,30.0,2.0,4.0,,,,,,,3.9200000000000004
2025-03-19 11:42:43-07:00,22.51,326.689,10.863000000000001,10.038,16.848,427.02,21.5,25.6,0.01,0.17,0.22,29.0,1.0,3.0,,,,,,,3.5056000000000003
2025-03-19 11:43:43-07:00,22.5,320.80400000000003,10.754999999999999,9.849000000000002,16.572,427.01,21.4,25.6,0.02,0.07,0.09,30.0,2.0,3.0,,,,,,,3.3704
2025-03-19 11:44:43-07:00,22.49,309.452,9.657,9.964500000000001,18.0,426.88,21.4,25.7,0.0,0.23,0.24,30.0,2.0,4.0,,,,,,,3.7840000000000003
2025-03-19 11:45:43-07:00,22.49,318.934,9.036,10.153500000000001,16.584,426.55,21.4,25.7,0.0,0.49,0.5,31.0,2.0,3.0,,,,,,,3.7088
2025-03-19 11:46:43-07:00,22.49,322.41,9.261,10.2585,16.032,426.19,21.4,25.6,0.0,0.49,0.67,31.0,2.0,3.0,,,,,,,3.5984000000000003
2025-03-19 11:47:44-07:00,22.49,323.53200000000004,10.161,10.384500000000001,16.692,426.3,21.4,25.6,0.07,0.31,0.37,30.0,2.0,3.0,,,,,,,3.5864000000000003
2025-03-19 11:48:44-07:00,22.49,318.35100000000006,10.071,9.9435,16.584,427.05,21.4,25.7,0.03,0.34,0.36,29.0,2.0,3.0,,,,,,,3.5888
2025-03-19 11:49:44-07:00,22.49,310.38700000000006,11.448,10.636500000000002,16.032,427.0,21.4,25.7,0.01,0.46,0.46,27.0,2.0,3.0,,,,,,,3.5744000000000002
2025-03-19 11:50:44-07:00,22.49,315.94200000000006,11.331,10.059000000000001,18.108,426.63,21.4,25.7,0.0,0.45,0.46,28.0,2.0,3.0,,,,,,,3.9816000000000003
2025-03-19 11:51:44-07:00,22.49,322.355,10.926,9.166500000000001,18.0,426.42,21.4,25.7,0.0,0.31,0.31,28.0,2.0,3.0,,,,,,,3.848
2025-03-19 11:52:44-07:00,22.49,322.57500000000005,10.593,9.828,18.108,426.26,21.4,25.6,0.08,0.33,0.33,29.0,2.0,4.0,,,,,,,3.8856
2025-03-19 11:53:44-07:00,22.49,315.43600000000004,11.133,9.5655,17.927999999999997,426.09,21.4,25.7,0.03,0.29,0.52,28.0,2.0,4.0,,,,,,,3.8175999999999997
2025-03-19 11:54:44-07:00,22.49,309.56200000000007,10.458,9.166500000000001,18.924,426.03,21.4,25.7,0.01,0.58,0.71,29.0,2.0,3.0,,,,,,,4.2488
2025-03-19 11:55:44-07:00,22.49,310.72800000000007,10.647,9.502500000000001,18.768,426.01,21.4,25.7,0.32,0.84,0.88,29.0,2.0,3.0,,,,,,,4.4256
2025-03-19 11:56:46-07:00,22.49,317.064,10.251000000000001,9.828,17.772,426.0,21.4,25.8,0.23,0.85,1.4,29.0,2.0,3.0,,,,,,,4.2344
2025-03-19 11:57:46-07:00,22.49,306.61400000000003,10.134,10.5,15.743999999999998,426.07,21.4,25.7,0.08,0.71,0.95,28.0,2.0,3.0,,,,,,,3.7167999999999997
2025-03-19 11:58:46-07:00,22.49,322.861,9.774,11.413499999999999,14.568,426.67,21.4,25.7,0.02,0.41,0.49,29.0,2.0,3.0,,,,,,,3.2416
2025-03-19 11:59:46-07:00,22.49,329.747,10.431000000000001,10.521,16.5,426.89,21.4,25.8,0.12,0.61,0.63,29.0,2.0,3.0,,,,,,,3.7880000000000003
2025-03-19 12:00:46-07:00,22.49,329.14200000000005,10.287,10.2375,17.184,426.96,21.4,25.8,0.04,0.25,0.42,30.0,2.0,4.0,,,,,,,3.6368000000000005
2025-03-19 12:01:46-07:00,22.49,324.577,9.279,10.017,17.856,426.92,21.4,25.8,0.01,0.08,0.14,30.0,1.0,4.0,,,,,,,3.6352000000000007
2025-03-19 12:02:47-07:00,22.49,320.639,10.629000000000001,10.164,17.232,427.05,21.4,25.8,0.0,0.48,0.5,29.0,2.0,3.0,,,,,,,3.8304
2025-03-19 12:03:47-07:00,22.49,321.46400000000006,10.089,9.513000000000002,17.868,427.67,21.4,25.8,0.0,0.31,0.58,29.0,2.0,3.0,,,,,,,3.8216
2025-03-19 12:04:47-07:00,22.49,317.80100000000004,9.099,9.586500000000001,18.54,427.88,21.4,25.8,0.16,0.61,1.03,30.0,2.0,4.0,,,,,,,4.196
2025-03-19 12:05:47-07:00,22.49,316.08500000000004,9.153,9.145500000000002,19.236,427.96,21.4,25.8,0.41,0.78,0.92,30.0,2.0,4.0,,,,,,,4.4712000000000005
2025-03-19 12:06:47-07:00,22.49,315.66700000000003,9.927,9.849000000000002,16.848,427.99,21.4,25.9,0.14,0.33,0.37,28.0,2.0,3.0,,,,,,,3.6336000000000004
2025-03-19 12:07:47-07:00,22.49,327.932,7.713,10.311,16.884,427.99,21.4,25.8,0.05,0.51,0.53,31.0,2.0,3.0,,,,,,,3.7848
2025-03-19 12:08:47-07:00,22.49,325.391,10.232999999999999,9.639,17.628,428.16,21.4,25.8,0.22,0.85,0.85,28.0,2.0,3.0,,,,,,,4.2056000000000004
2025-03-19 12:09:47-07:00,22.49,320.639,9.333,10.416,15.515999999999998,428.06,21.4,25.8,0.2,0.66,0.66,30.0,2.0,3.0,,,,,,,3.6311999999999998
2025-03-19 12:10:47-07:00,22.49,324.038,8.982000000000001,10.111500000000001,17.364,428.25,21.4,25.8,0.11,0.82,0.82,30.0,2.0,4.0,,,,,,,4.1288
2025-03-19 12:11:49-07:00,22.49,324.15900000000005,10.017000000000001,9.5235,18.144,428.63,21.4,25.8,0.08,0.8,0.8,30.0,2.0,3.0,,,,,,,4.268800000000001
2025-03-19 12:12:49-07:00,22.49,321.64,9.846,8.893500000000001,18.708,428.87,21.4,25.8,0.05,0.87,0.87,30.0,2.0,3.0,,,,,,,4.4376
2025-03-19 12:13:49-07:00,22.49,316.965,8.325000000000001,9.491999999999999,18.168,428.95,21.4,25.8,0.08,0.78,0.78,31.0,2.0,3.0,,,,,,,4.2576
2025-03-19 12:14:49-07:00,22.49,311.168,9.171,10.006499999999999,18.336,428.69,21.4,25.8,0.07,0.76,0.76,30.0,3.0,5.0,,,,,,,4.2752
2025-03-19 12:15:49-07:00,22.48,318.41700000000003,10.251000000000001,9.880500000000001,17.976,428.67,21.4,25.8,0.07,0.45,0.54,30.0,2.0,4.0,,,,,,,3.9552
2025-03-19 12:16:49-07:00,22.49,326.39200000000005,9.135,9.954,17.064,428.3,21.4,25.9,0.11,0.65,0.68,31.0,2.0,3.0,,,,,,,3.9328000000000003
2025-03-19 12:17:50-07:00,22.48,319.42900000000003,8.622,9.355500000000001,17.532,428.17,21.4,25.9,0.06,0.6,0.61,31.0,2.0,3.0,,,,,,,3.9864
2025-03-19 12:18:50-07:00,22.48,314.028,10.296,10.017,15.468,428.06,21.4,25.8,0.02,0.56,0.71,30.0,2.0,3.0,,,,,,,3.5416000000000003
2025-03-19 12:19:50-07:00,22.48,322.54200000000003,9.414000000000001,10.059000000000001,15.504,428.48,21.4,25.9,0.01,0.47,0.52,30.0,2.0,3.0,,,,,,,3.4768
2025-03-19 12:20:50-07:00,22.49,319.18700000000007,9.423,9.513000000000002,17.664,428.65,21.4,25.9,0.19,0.56,0.57,29.0,2.0,4.0,,,,,,,3.9808000000000003
2025-03-19 12:21:49-07:00,22.49,314.03900000000004,9.585,9.072000000000001,17.904,428.34,21.4,25.9,0.06,0.34,0.34,31.0,2.0,4.0,,,,,,,3.8528000000000002
2025-03-19 12:22:49-07:00,22.48,314.29200000000003,11.061,9.8385,15.995999999999999,428.34,21.4,25.9,0.24,0.67,0.67,28.0,2.0,3.0,,,,,,,3.7352
2025-03-19 12:23:49-07:00,22.48,310.222,9.927,10.143,15.552,428.54,21.4,25.8,0.08,0.49,0.49,29.0,2.0,3.0,,,,,,,3.5024
2025-03-19 12:24:49-07:00,22.48,321.398,10.098,9.4395,16.74,428.84,21.4,25.9,0.08,0.65,0.65,29.0,2.0,3.0,,,,,,,3.868
2025-03-19 12:25:49-07:00,22.48,310.222,9.801,9.723,16.116,428.87,21.4,25.9,0.03,0.48,0.48,29.0,2.0,2.0,,,,,,,3.6072
2025-03-19 12:26:50-07:00,22.47,309.56200000000007,10.26,9.8175,16.619999999999997,428.96,21.3,25.9,0.01,0.25,0.25,29.0,2.0,3.0,,,,,,,3.524
2025-03-19 12:27:51-07:00,22.48,303.24800000000005,11.457,9.544500000000001,15.972,428.98,21.4,25.9,0.0,0.59,0.59,28.0,2.0,3.0,,,,,,,3.6664
2025-03-19 12:28:51-07:00,22.47,312.18000000000006,9.657,8.61,18.276,428.66,21.4,25.9,0.26,0.62,0.62,29.0,2.0,3.0,,,,,,,4.1512
2025-03-19 12:29:51-07:00,22.47,317.02000000000004,10.89,9.0615,17.195999999999998,428.72,21.4,25.9,0.12,0.6,0.6,28.0,2.0,3.0,,,,,,,3.9191999999999996
2025-03-19 12:30:51-07:00,22.47,318.571,10.602,9.145500000000002,17.316,428.45,21.4,25.9,0.04,0.3,0.52,28.0,2.0,3.0,,,,,,,3.7032
2025-03-19 12:31:51-07:00,22.47,324.148,10.71,9.219,17.184,428.52,21.4,25.9,0.01,0.56,0.64,29.0,2.0,3.0,,,,,,,3.8848000000000003
2025-03-19 12:32:46-07:00,22.47,313.64300000000003,8.874,9.544500000000001,17.124,428.6,21.4,25.9,0.2,0.7,0.75,31.0,2.0,3.0,,,,,,,3.9848
2025-03-19 12:33:46-07:00,22.47,320.452,9.972,8.631,17.664,428.86,21.4,26.0,0.06,0.54,0.64,29.0,2.0,2.0,,,,,,,3.9648000000000003
2025-03-19 12:34:47-07:00,22.47,313.522,10.341000000000001,9.156,17.016,428.95,21.3,25.9,0.02,0.37,0.4,29.0,2.0,3.0,,,,,,,3.6992
2025-03-19 12:35:47-07:00,22.47,321.06800000000004,9.54,9.418500000000002,17.568,428.98,21.4,25.9,0.28,0.46,0.47,30.0,2.0,3.0,,,,,,,3.8816
2025-03-19 12:36:47-07:00,22.47,317.295,10.557,9.2085,19.2,428.99,21.4,25.9,0.09,0.32,0.33,29.0,2.0,4.0,,,,,,,4.096
2025-03-19 12:37:48-07:00,22.47,305.514,10.287,9.3135,17.46,429.0,21.4,25.9,0.1,0.61,0.76,29.0,2.0,3.0,,,,,,,3.9800000000000004
2025-03-19 12:38:48-07:00,22.47,320.309,8.973,9.450000000000001,18.876,429.0,21.4,25.9,0.05,0.43,0.48,30.0,3.0,4.0,,,,,,,4.1192
