DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,WD,WS,PWR,BATT,CHRG,RUN,SD,RAW,124,54,3,-2,6,0,0.00000,0.00000.1,0.1,3264182766,141,56,4,-4,2603687616,AQI
2025-03-05 09:37:12-08:00,22.09,262.625,11.043,8.127,13.728,417.08,21.3,32.9,0.0,0.01,0.02,0.0,0.0,1,13.87,8.84,31.79,1,-30,32.0,2.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.7536
2025-03-05 09:38:12-08:00,22.09,263.41700000000003,11.16,7.917000000000001,14.219999999999999,417.03,21.3,33.0,0.0,0.0,0.01,0.0,0.0,1,13.84,2.5,31.07,1,-29,31.0,2.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.844
2025-03-05 09:39:12-08:00,22.09,259.71000000000004,10.683,7.7595,14.196,417.01,21.3,33.0,0.0,0.0,0.0,0.0,0.0,1,13.8,0.71,35.35,1,-29,31.0,2.0,3.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.8392
2025-03-05 09:40:12-08:00,22.09,258.20300000000003,10.548,8.2845,12.612,417.0,21.2,33.0,0.0,0.0,0.0,0.0,0.0,1,13.8,0.2,34.81,1,-28,30.0,2.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.5224
2025-03-05 09:41:12-08:00,22.09,259.237,10.863000000000001,8.2215,12.12,417.5,21.3,32.9,0.0,0.0,0.0,0.0,0.0,1,13.77,0.06,31.1,1,-28,31.0,2.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.424
2025-03-05 09:42:13-08:00,22.09,256.872,8.379000000000001,8.0115,12.684,417.71,21.3,33.0,0.0,0.0,0.0,0.0,0.0,1,13.77,0.02,30.49,1,-28,34.0,2.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.5368
2025-03-05 09:43:13-08:00,22.09,250.63500000000002,10.494,8.148,12.96,417.33,21.3,32.9,0.0,0.0,0.0,0.0,0.0,1,13.98,152.91,31.45,1,-26,32.0,2.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.5920000000000005
2025-03-05 09:44:09-08:00,22.09,266.46400000000006,10.413,8.4315,12.143999999999998,417.22,21.3,33.0,0.0,0.0,0.0,0.0,0.0,1,13.98,154.15,31.46,1,-31,32.0,2.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.4288
2025-03-05 09:45:09-08:00,22.09,267.069,10.404,8.473500000000001,11.243999999999998,417.35,21.2,32.9,0.0,0.0,0.0,0.0,0.0,1,13.91,43.54,31.87,1,-31,32.0,3.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.2487999999999997
2025-03-05 09:46:09-08:00,22.09,261.536,10.881,8.106,12.672,417.77,21.3,33.0,0.0,0.0,0.0,0.0,0.0,1,13.87,12.3,33.2,1,-29,31.0,2.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.5344
2025-03-05 09:47:09-08:00,22.09,263.03200000000004,11.484,7.8645000000000005,13.139999999999999,417.92,21.3,33.0,0.0,0.0,0.0,0.0,0.0,1,13.84,3.47,30.86,1,-29,31.0,2.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.628
2025-03-05 09:48:09-08:00,22.09,272.041,11.511,7.938,13.5,417.97,21.2,33.0,0.0,0.0,0.0,0.0,0.0,1,13.8,0.98,33.62,1,-32,31.0,2.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.7
2025-03-05 09:49:10-08:00,22.09,263.725,10.809,7.7490000000000006,13.248,417.99,21.3,33.0,0.0,0.0,0.0,0.0,0.0,1,13.8,0.28,38.6,1,-30,31.0,2.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.6496
2025-03-05 09:50:10-08:00,22.09,262.053,10.134,8.589,11.484,418.0,21.3,33.0,0.0,0.0,0.0,0.0,0.0,1,13.77,0.08,31.19,1,-30,32.0,2.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.2968
2025-03-05 09:51:10-08:00,22.09,269.59900000000005,11.016,8.0325,12.996,418.0,21.2,33.0,0.0,0.0,0.0,0.0,0.0,1,13.77,0.02,30.7,1,-31,31.0,3.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.5992
2025-03-05 09:52:10-08:00,22.09,258.69800000000004,11.619,7.854000000000001,12.276,418.0,21.2,33.0,0.0,0.02,0.02,0.0,0.0,1,13.73,0.01,31.74,1,-28,31.0,2.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.4712
2025-03-05 09:53:10-08:00,22.09,261.86600000000004,11.763,8.0535,12.815999999999999,418.0,21.2,32.9,0.0,0.01,0.01,0.0,0.0,1,13.98,157.46,32.29,1,-29,30.0,2.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.5712
2025-03-05 09:54:10-08:00,22.08,262.317,10.323,8.652000000000001,12.504,417.88,21.2,33.0,0.0,0.04,0.04,0.0,0.0,1,13.91,44.47,38.12,1,-30,31.0,2.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.5328
2025-03-05 09:55:10-08:00,22.08,261.39300000000003,11.457,8.505,11.76,417.96,21.3,33.0,0.0,0.01,0.01,0.0,0.0,1,13.87,12.56,33.09,1,-29,30.0,2.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.36
2025-03-05 09:56:10-08:00,22.09,258.92900000000003,9.837,8.8515,11.196,417.98,21.3,33.1,0.0,0.0,0.0,0.0,0.0,1,13.84,3.55,32.68,1,-28,33.0,2.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.2392
2025-03-05 09:57:10-08:00,22.09,256.729,9.783,8.211,12.636,417.99,21.2,33.0,0.0,0.0,0.0,0.0,0.0,1,13.8,1.0,32.01,1,-28,32.0,1.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.5272
2025-03-05 09:58:11-08:00,22.09,258.236,9.522,8.421,12.516,418.0,21.2,33.0,0.0,0.0,0.0,0.0,0.0,1,13.8,0.28,29.87,1,-28,33.0,2.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.5032
2025-03-05 09:59:12-08:00,22.09,260.20500000000004,9.747,7.539,12.096,418.0,21.2,33.0,0.0,0.0,0.0,0.0,0.0,1,13.77,0.08,49.35,1,-29,32.0,1.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.4192
2025-03-05 10:00:12-08:00,22.09,259.391,11.151000000000002,8.463000000000001,12.024,417.69,21.2,33.0,0.0,0.0,0.0,0.0,0.0,1,13.77,0.02,33.47,1,-29,30.0,2.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.4048
2025-03-05 10:01:12-08:00,22.08,261.118,10.665,8.0325,12.42,417.4,21.2,33.0,0.0,0.0,0.0,0.0,0.0,1,14.05,231.98,33.12,1,-28,32.0,2.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.484
2025-03-05 10:02:12-08:00,22.08,265.99100000000004,10.98,8.0535,12.972,417.14,21.2,33.0,0.0,0.0,0.0,0.0,0.0,1,13.95,98.78,32.58,1,-30,31.0,1.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.5944000000000003
2025-03-05 10:03:12-08:00,22.08,259.21500000000003,10.629000000000001,7.329000000000001,15.623999999999999,417.4,21.2,33.0,0.0,0.0,0.0,0.0,0.0,1,13.87,27.9,31.78,1,-29,33.0,2.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,3.1248
2025-03-05 10:04:12-08:00,22.08,264.79200000000003,10.485000000000001,7.434,14.735999999999999,417.79,21.2,33.0,0.0,0.0,0.0,0.0,0.0,1,13.84,7.88,38.59,1,-30,32.0,2.0,3.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.9472
2025-03-05 10:05:12-08:00,22.08,261.635,9.81,7.444500000000001,14.292,417.93,21.2,33.0,0.0,0.0,0.0,0.0,0.0,1,13.84,2.23,34.67,1,-30,32.0,1.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.8584
2025-03-05 10:06:12-08:00,22.08,263.153,9.585,7.686000000000001,13.2,417.97,21.2,33.0,0.0,0.0,0.0,0.0,0.0,1,13.8,0.63,34.95,1,-30,33.0,2.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.64
2025-03-05 10:07:12-08:00,22.08,263.24100000000004,10.746,7.5705,14.604,418.2,21.2,33.0,0.0,0.0,0.26,0.0,0.0,1,13.8,0.18,30.1,1,-30,32.0,2.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.9208
2025-03-05 10:08:13-08:00,22.07,261.94300000000004,11.645999999999999,8.547,12.768,418.19,21.2,33.0,0.0,0.0,0.15,0.0,0.0,1,13.77,0.05,30.94,1,-29,30.0,2.0,3.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.5536000000000003
2025-03-05 10:09:14-08:00,22.07,259.831,9.756,8.463000000000001,12.335999999999999,418.07,21.2,33.0,0.0,0.0,0.05,0.0,0.0,1,13.77,0.01,32.12,1,-28,32.0,2.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.4672
2025-03-05 10:10:12-08:00,22.07,261.39300000000003,9.270000000000001,8.274000000000001,12.203999999999999,418.02,21.2,33.0,0.0,0.15,0.17,0.0,0.0,1,13.98,149.28,33.37,1,-29,33.0,1.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.5608
2025-03-05 10:11:12-08:00,22.07,265.485,9.738000000000001,8.0535,12.252,418.01,21.2,33.0,0.0,0.05,0.27,0.0,0.0,1,13.91,42.16,31.56,1,-30,32.0,2.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.4904
2025-03-05 10:12:13-08:00,22.07,265.22100000000006,10.314000000000002,8.505,11.76,417.92,21.2,33.0,0.0,0.02,0.09,0.0,0.0,1,13.87,11.91,31.68,1,-30,32.0,2.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.368
2025-03-05 10:13:13-08:00,22.07,262.625,10.341000000000001,8.2425,12.168000000000001,417.36,21.2,33.0,0.0,0.01,0.03,0.0,0.0,1,13.84,3.36,32.55,1,-30,32.0,3.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.4416
2025-03-05 10:14:13-08:00,22.07,258.39000000000004,9.882000000000001,8.0955,12.815999999999999,417.13,21.2,33.0,0.0,0.0,0.06,0.0,0.0,1,13.84,0.95,29.42,1,-29,32.0,2.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.5632
2025-03-05 10:15:14-08:00,22.07,267.564,11.538,8.1795,13.991999999999999,417.04,21.2,33.0,0.0,0.0,0.02,0.0,0.0,1,13.8,0.27,34.31,1,-31,31.0,2.0,3.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.7984
2025-03-05 10:16:14-08:00,22.06,255.32100000000003,11.421,8.1165,13.356,417.02,21.2,33.0,0.0,0.0,0.01,0.0,0.0,1,13.77,0.08,33.75,1,-28,31.0,2.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.6712000000000002
2025-03-05 10:17:14-08:00,22.05,258.94000000000005,10.215,8.148,12.431999999999999,417.01,21.2,33.0,0.0,0.0,0.0,0.0,0.0,1,13.77,0.02,29.73,1,-29,31.0,2.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.4863999999999997
2025-03-05 10:18:14-08:00,22.03,256.28900000000004,10.107000000000001,8.3265,12.024,417.0,21.2,33.0,0.0,0.0,0.0,0.0,0.0,1,13.77,0.01,31.09,1,-28,32.0,2.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.4048
2025-03-05 10:19:14-08:00,22.02,256.036,11.223,7.497,14.46,416.95,21.2,33.1,0.0,0.0,0.0,0.0,0.0,1,14.02,199.78,30.62,1,-28,30.0,2.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.8920000000000003
2025-03-05 10:20:15-08:00,22.02,265.54,11.808,8.715000000000002,13.668000000000001,416.98,21.2,33.0,0.0,0.0,0.0,0.0,0.0,1,13.91,56.42,34.16,1,-30,30.0,2.0,3.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.7336000000000005
2025-03-05 10:21:15-08:00,22.01,263.26300000000003,10.287,8.2215,12.672,416.99,21.2,33.0,0.0,0.0,0.0,0.0,0.0,1,13.87,15.94,31.6,1,-29,31.0,2.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.5344
2025-03-05 10:22:15-08:00,22.0,262.47100000000006,9.522,8.043000000000001,13.152000000000001,417.0,21.2,33.0,0.0,0.0,0.0,0.0,0.0,1,13.84,4.5,30.87,1,-30,32.0,2.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.6304000000000003
2025-03-05 10:23:15-08:00,22.0,256.245,10.791,8.022,13.212,417.0,21.2,33.0,0.0,0.0,0.0,0.0,0.0,1,13.8,1.27,32.7,1,-29,30.0,1.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.6424000000000003
2025-03-05 10:24:15-08:00,22.0,253.08800000000002,11.232000000000001,8.0325,13.127999999999998,417.0,21.2,33.1,0.0,0.0,0.0,0.0,0.0,1,13.8,0.36,29.04,1,-28,30.0,2.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.6256
2025-03-05 10:25:15-08:00,21.99,257.928,11.025,7.938,13.2,417.0,21.2,33.0,0.0,0.11,0.11,0.0,0.0,1,13.77,0.1,38.71,1,-28,30.0,2.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.728
2025-03-05 10:26:16-08:00,21.99,264.913,9.621,7.3395,14.484,417.0,21.2,33.0,0.0,0.04,0.04,0.0,0.0,1,13.77,0.03,35.17,1,-30,32.0,2.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.9288000000000003
2025-03-05 10:27:16-08:00,21.99,251.95500000000004,9.036,7.518000000000001,13.860000000000001,417.0,21.2,33.0,0.0,0.06,0.09,0.0,0.0,1,13.98,156.46,35.42,1,-26,33.0,2.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.8200000000000003
2025-03-05 10:28:16-08:00,21.99,264.473,9.819,8.137500000000001,13.176,417.12,21.2,33.0,0.0,0.02,0.03,0.0,0.0,1,13.98,141.04,29.92,1,-30,32.0,2.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.6512000000000002
2025-03-05 10:29:16-08:00,21.99,266.783,10.368,7.7175,12.203999999999999,417.08,21.2,33.0,0.0,0.01,0.01,0.0,0.0,1,13.91,39.83,32.43,1,-30,31.0,1.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.4488
2025-03-05 10:30:16-08:00,21.99,260.161,10.134,7.6965,13.536,417.03,21.2,33.0,0.0,0.0,0.0,0.0,0.0,1,13.84,11.25,44.82,1,-29,32.0,1.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.7072000000000003
2025-03-05 10:31:16-08:00,21.99,266.189,9.828,7.9065,12.947999999999999,417.01,21.2,33.0,0.0,0.0,0.0,0.0,0.0,1,13.84,3.18,33.78,1,-30,32.0,1.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.5896
2025-03-05 10:32:17-08:00,21.99,254.16600000000003,11.133,8.1795,12.828,417.0,21.2,33.0,0.0,0.01,0.01,0.0,0.0,1,13.8,0.9,31.71,1,-26,31.0,2.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.5736
2025-03-05 10:33:17-08:00,21.99,251.15200000000002,9.657,8.3895,11.748,417.0,21.2,33.0,0.0,0.0,0.0,0.0,0.0,1,13.8,0.25,36.09,1,-27,33.0,2.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.3496
2025-03-05 10:34:17-08:00,21.99,257.895,10.035,8.473500000000001,12.516,417.0,21.2,33.1,0.0,0.0,0.18,0.0,0.0,1,13.77,0.07,29.72,1,-29,31.0,2.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.5032
2025-03-05 10:35:13-08:00,21.99,257.01500000000004,9.765,8.022,12.324,417.0,21.2,33.0,0.0,0.0,0.07,0.0,0.0,1,13.77,0.02,32.46,1,-28,31.0,2.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.4648000000000003
2025-03-05 10:36:13-08:00,21.99,263.769,9.360000000000001,8.1585,12.719999999999999,417.0,21.2,33.0,0.0,0.0,0.02,0.0,0.0,1,13.98,162.72,31.01,1,-30,32.0,2.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.544
2025-03-05 10:37:14-08:00,21.99,259.204,9.792000000000002,7.423500000000001,14.676,417.0,21.2,33.0,0.0,0.0,0.02,0.0,0.0,1,13.91,45.96,29.73,1,-29,33.0,2.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.9352
2025-03-05 10:38:14-08:00,21.99,261.96500000000003,10.376999999999999,8.3895,11.723999999999998,417.0,21.2,33.1,0.0,0.0,0.01,0.0,0.0,1,13.87,12.98,32.33,1,-29,31.0,2.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.3447999999999998
2025-03-05 10:39:14-08:00,21.99,255.04600000000005,10.269,8.137500000000001,11.196,417.0,21.2,33.1,0.0,0.0,0.06,0.0,0.0,1,13.84,3.67,31.36,1,-27,31.0,2.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.2392
2025-03-05 10:40:14-08:00,21.99,257.719,10.692,7.9065,12.216,417.0,21.2,33.0,0.0,0.0,0.02,0.0,0.0,1,13.84,1.04,30.2,1,-28,30.0,1.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.4432
2025-03-05 10:41:14-08:00,21.99,258.357,10.809,8.0325,13.38,417.0,21.2,33.0,0.0,0.0,0.07,0.0,0.0,1,13.8,0.29,38.43,1,-28,31.0,1.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.676
2025-03-05 10:42:14-08:00,21.99,253.935,10.737,8.0115,12.299999999999999,417.0,21.2,33.0,0.0,0.0,0.28,0.0,0.0,1,13.77,0.08,34.76,1,-27,32.0,2.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.46
2025-03-05 10:43:14-08:00,21.99,258.137,10.044,7.413,13.524,417.0,21.2,33.1,0.0,0.0,0.16,0.0,0.0,1,13.77,0.02,29.71,1,-29,32.0,1.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.7048
2025-03-05 10:44:14-08:00,21.99,258.54400000000004,10.287,7.644000000000001,12.6,417.0,21.2,33.0,0.0,0.0,0.05,0.0,0.0,1,13.77,0.01,30.69,1,-29,31.0,1.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.52
2025-03-05 10:45:14-08:00,21.99,261.459,10.232999999999999,7.581,12.491999999999999,417.0,21.2,33.0,0.0,0.0,0.02,0.0,0.0,1,14.02,207.03,31.6,1,-29,31.0,2.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.4984
2025-03-05 10:46:14-08:00,21.99,253.05500000000004,10.170000000000002,7.6545000000000005,13.344,417.0,21.2,33.0,0.0,0.0,0.01,0.0,0.0,1,13.91,58.47,38.63,1,-27,32.0,2.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.6688
2025-03-05 10:47:14-08:00,21.99,253.26400000000004,11.214,8.2845,14.136,417.0,21.2,33.0,0.0,0.0,0.0,0.0,0.0,1,13.87,16.51,32.13,1,-27,30.0,2.0,3.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.8272
2025-03-05 10:48:14-08:00,21.99,256.476,9.153,7.224,14.627999999999998,417.0,21.2,33.0,0.0,0.07,0.07,0.0,0.0,1,13.84,4.66,32.7,1,-29,32.0,2.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.9816
2025-03-05 10:49:14-08:00,21.99,254.24300000000002,9.441,8.137500000000001,13.596,417.0,21.2,33.0,0.0,0.02,0.02,0.0,0.0,1,13.8,1.32,32.66,1,-27,33.0,2.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.7352000000000003
2025-03-05 10:50:14-08:00,21.99,257.785,10.656,8.1795,11.94,417.0,21.2,33.0,0.0,0.01,0.2,0.0,0.0,1,13.8,0.37,28.76,1,-28,32.0,2.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.396
2025-03-05 10:51:13-08:00,21.99,262.867,11.484,7.6965,12.443999999999999,417.0,21.2,33.0,0.0,0.0,0.18,0.0,0.0,1,13.77,0.11,34.44,1,-30,30.0,2.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.4888
2025-03-05 10:52:13-08:00,21.99,261.82200000000006,11.501999999999999,8.043000000000001,13.272,417.0,21.2,33.0,0.0,0.0,0.06,0.0,0.0,1,13.77,0.03,35.15,1,-29,31.0,3.0,3.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.6544000000000003
2025-03-05 10:53:14-08:00,21.99,250.294,10.548,8.0325,11.927999999999999,417.0,21.2,33.0,0.0,0.0,0.02,0.0,0.0,1,14.02,214.43,33.75,1,-26,31.0,3.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.3855999999999997
2025-03-05 10:54:14-08:00,21.99,267.44300000000004,9.828,7.896,12.456000000000001,417.0,21.2,33.0,0.0,0.0,0.01,0.0,0.0,1,13.95,117.23,32.22,1,-32,32.0,2.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.4912000000000005
2025-03-05 10:55:14-08:00,21.99,265.07800000000003,10.386,7.8645000000000005,12.047999999999998,417.41,21.2,32.9,0.0,0.0,0.0,0.0,0.0,1,13.91,33.11,31.46,1,-31,31.0,2.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.4095999999999997
2025-03-05 10:56:15-08:00,21.99,259.259,11.331,7.896,13.139999999999999,416.88,21.2,33.0,0.0,0.0,0.0,0.0,0.0,1,13.84,9.35,40.81,1,-29,30.0,2.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.628
2025-03-05 10:57:15-08:00,21.99,252.72500000000002,9.945,7.8435,13.452,416.47,21.2,33.0,0.0,0.0,0.0,0.0,0.0,1,13.84,2.64,32.86,1,-27,32.0,2.0,3.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.6904000000000003
2025-03-05 10:58:15-08:00,21.99,257.11400000000003,10.610999999999999,8.6625,12.096,416.81,21.2,33.0,0.0,0.0,0.0,0.0,0.0,1,13.8,0.75,30.87,1,-28,31.0,2.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.4192
2025-03-05 10:59:15-08:00,21.99,261.206,10.89,8.6415,12.456000000000001,416.93,21.2,33.0,0.0,0.0,0.09,0.0,0.0,1,13.8,0.21,31.24,1,-29,31.0,2.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.4912000000000005
2025-03-05 11:00:15-08:00,21.99,258.86300000000006,11.448,8.6415,10.908,416.98,21.2,33.0,0.0,0.0,0.06,0.0,0.0,1,13.77,0.06,32.59,1,-29,30.0,2.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.1816
2025-03-05 11:01:17-08:00,21.99,256.85,10.881,8.3055,11.46,416.84,21.2,33.0,0.0,0.0,0.02,0.0,0.0,1,13.73,0.02,41.55,1,-29,31.0,2.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.2920000000000003
2025-03-05 11:02:17-08:00,21.99,260.05100000000004,10.610999999999999,7.9065,12.324,416.91,21.2,33.0,0.0,0.0,0.01,0.0,0.0,1,13.98,141.26,33.34,1,-29,30.0,2.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.4648000000000003
2025-03-05 11:03:17-08:00,21.99,254.529,10.683,8.3055,12.264000000000001,416.97,21.2,32.9,0.0,0.0,0.0,0.0,0.0,1,13.91,39.9,32.56,1,-28,30.0,2.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.4528000000000003
2025-03-05 11:04:17-08:00,21.99,253.78100000000003,10.809,7.917000000000001,13.368,416.99,21.2,33.0,0.0,0.0,0.0,0.0,0.0,1,13.87,11.27,32.19,1,-27,31.0,2.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.6736000000000004
2025-03-05 11:05:17-08:00,21.99,254.98000000000005,10.062,7.875,12.852,417.0,21.2,33.0,0.0,0.0,0.0,0.0,0.0,1,13.84,3.18,30.13,1,-29,32.0,1.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.5704000000000002
2025-03-05 11:06:18-08:00,21.99,256.773,10.836,7.780500000000001,12.264000000000001,417.0,21.2,33.0,0.0,0.0,0.0,0.0,0.0,1,13.8,0.9,31.83,1,-28,31.0,1.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.4528000000000003
2025-03-05 11:07:18-08:00,21.99,254.485,11.871,8.4,11.58,417.0,21.2,33.0,0.0,0.0,0.0,0.0,0.0,1,13.8,0.25,35.65,1,-27,30.0,1.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.3160000000000003
2025-03-05 11:08:18-08:00,21.99,253.737,10.386,7.8015,13.188,417.0,21.1,33.0,0.0,0.0,0.0,0.0,0.0,1,13.77,0.07,30.79,1,-26,32.0,2.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.6376000000000004
2025-03-05 11:09:18-08:00,21.99,255.76100000000002,10.44,7.728000000000001,13.38,417.0,21.1,32.9,0.0,0.0,0.0,0.0,0.0,1,13.77,0.02,33.4,1,-28,31.0,1.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.676
2025-03-05 11:10:18-08:00,21.98,256.003,10.188,8.043000000000001,13.596,417.0,21.2,32.9,0.0,0.0,0.0,0.0,0.0,1,13.77,0.01,33.07,1,-28,31.0,1.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.7192000000000003
2025-03-05 11:11:18-08:00,21.98,258.291,11.133,7.4865,14.28,417.0,21.2,32.9,0.0,0.0,0.0,0.0,0.0,1,13.98,151.51,31.0,1,-29,30.0,1.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.856
2025-03-05 11:12:19-08:00,21.99,259.402,10.269,7.8645000000000005,12.324,417.0,21.1,32.9,0.0,0.0,0.0,0.0,0.0,1,13.91,42.79,38.26,1,-29,31.0,2.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.4648000000000003
2025-03-05 11:13:19-08:00,21.98,265.628,10.575000000000001,7.6754999999999995,13.139999999999999,417.0,21.2,32.9,0.0,0.0,0.0,0.0,0.0,1,13.87,12.09,35.1,1,-30,31.0,1.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.628
2025-03-05 11:14:19-08:00,21.98,258.786,10.683,8.0535,12.216,417.0,21.2,32.9,0.0,0.0,0.08,0.0,0.0,1,13.84,3.41,31.39,1,-28,30.0,2.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.4432
2025-03-05 11:15:19-08:00,21.98,265.661,9.234,8.253,12.228,417.16,21.2,33.0,0.0,0.0,0.02,0.0,0.0,1,13.8,0.96,29.7,1,-29,32.0,2.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.4456
2025-03-05 11:16:19-08:00,21.98,260.425,10.754999999999999,8.3265,11.856,417.06,21.2,32.9,0.0,0.0,0.01,0.0,0.0,1,13.8,0.27,36.1,1,-29,31.0,2.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.3712
2025-03-05 11:17:18-08:00,21.98,263.31800000000004,11.052,7.9065,11.819999999999999,417.29,21.2,32.9,0.0,0.22,0.23,0.0,0.0,1,13.77,0.08,43.64,1,-30,31.0,2.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.54
